sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
"If the initial drop height was 5m, the total energy was 2447J.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the initial drop height was 2m, the total energy was 977J.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When both of the cars go down the hill, their energy will transfer from PE to KE and KE to PE over and over again.",P5_03_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy will never change.,P5_03_22_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"The higher the initial drop is, the more energy you will have, and based on the mass of the car, the faster it will go.",P5_03_22_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When you add your PE and KE together, it will always stay the same.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also when the Energy is higher and the Mass is higher, the cars will move faster on the track.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the rollercoaster starts up higher it will have more PE at the top and more total energy together.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Once the cars start to move down the initial drop, the PE will get lower and will turn into KE which will get higher.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The reason for that is that once the cars start to move, the KE will get higher because it's in motion.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The reason for this is because it's gaining more energy when going up the hill so the KE will turn into PE.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I hope you will consider my options and all the tests I took to find the best option for your future rollercoaster.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The drop height of my roller coaster will be 5m tall.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is because 5m was the initial drop with the most PE.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When I tested the 5m initial drop the PE was 1955 joules.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When i decreased the height to 4m the PE deceased to 1564 joules.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This initial drop height will optimum for most energy right at the start of the roller coaster drop.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The hill height will be 4m tall.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The hill height will be 4m tall because that was the tallest height with the roller coaster making it over.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When I tested the 4m height the cart at the top had 1569 joules of PE and 389 joules of KE.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When I decreased the height to 3m then the PE at the top of the hill was 1179 joules.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The KE for the 3m hill was 776 at the top.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Since the 5m hill didn't work for the cart, the 4m hill will be the choice.",P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The 4m hill had the least amount of energy loss in out friction less environment.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The weight of the cart will be 60kg because that was the cart with the most PE at the top of the hill.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When I decreased the weight of the cart to 50kg the PE was only 2448 joules while the PE for 60kg was 2937 joules.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE for a cart of 40kg was only 1958 which was the least amount of joules in our tests.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Having the cart be heavier will allow it to go further on the roller coaster, if it was friction less.",P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This was all done in a friction less environment.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If there was friction the hill height would have to be less than half the size of out initial drop, but that's no fun.",P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This design would be the most fun design because it has a large drop and hill which will allow the people to feel the drop for longer.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I conclude that these design choices would make the best roller coaster for your families theme park.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The drop height of my roller coaster will be 5m tall.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This means that when I increase the weight of the cart the PE also increases,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
Since energy can't be created or destroyed there would always be the same amount of total energy throughout the coaster.,P1_07_11_22-23,E1,unacceptable,unacceptable,acceptable,acceptable,unacceptable,unacceptable
For example when the PE at the top of a coaster was 1564 joules the total energy of the coaster was 1564 joules.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy and the PE at the start of the coaster are the same.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example when the PE was 1564 joules the total energy was also 1564 joules.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The relationship between PE and KE is that at the top of the hill there is only PE but as the roller coaster goes through the tracks that PE gets converted into KE.,P1_07_11_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example when the coaster is at the top of the hill some of the initial PE is turned into KE.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the hill was 4m tall the PE at the top was 1958 joules.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the top of the hill though the PE was 1569 joules and the KE was 389 joules.,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: There are many things that need to go into the design of the roller coaster to make it safe, working, and fun.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In this essay, I will be showing you what you need to include in your design and other facts to know about when it comes to energy and roller coasters.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"First off, when considering the height of the initial drop of the coaster, the initial drop height impacts the total energy of the roller coaster.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The higher the drop height, the greater the potential energy will be which will then raise the kinetic energy and also the total amount of energy of the coaster.",P6_06_08_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In trial 2 when the release height was 4 meters, the potential energy at the top of the drop was 2145, but in trial 1 when the release height was 5 meters, the potential energy at the top of the drop was 2443.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that when the height of the roller coaster is increased, the potential energy goes up.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Secondly, at the start of the track, the PE is bigger and then when the coaster is going, the KE gets larger.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"And then at the end of the ride, the KE is bigger and the PE is 0 or 1 so then the total energy is bigger.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In trial 5, when the release height was 4.5, the PE at the top was 2410.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But as the car moved down the initial drop, the PE changed to 1 and the KE changed to 2409.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This happened because at the top of the roller coaster, there is a ton of stored-up energy (PE) in the car because it's not moving.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But then when the car starts to move, the stored energy is then put into motion, bringing up the KE and lowering the PE.",P6_06_08_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I also know that anytime throughout the ride on the coaster, the PE and KE will always equal the total amount of energy, even if the PE and KE change.",P6_06_08_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"For example In trial 3 when the release height was 3.75, at the top the PE was 2023 and the KE was 0 and then at the end of the ride, the PE was 1 and the KE was 2022, showing that when adding the PE and KE, they will always equal the total energy.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The Law of Conservation of Energy states that energy can not be created nor destroyed, and the roller coaster ride proves this law.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"Because you can add up the PE and KE to get the total amount of energy, this shows that energy is never created nor destroyed during the ride.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Another very important thing to take into consideration is that the initial drop height needs to be greater than the hill height or else the car won't be able to get over the hill successfully.,P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
And it will not make it to the end of the ride.,P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I know this because in trial 4 when the hill height was 4.5 meters and the initial drop was 4 meters, the car did not make it over the hill.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the Law of Conservation of Energy says that energy can not be created, and the only way the car could make it over the hill would be for it to create more energy to move it over the hill.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But, it can't because of the Law of Conservation.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The last but not least thing that I learned is that the more mass the car has, the greater amount of PE, KE, and total energy the roller coaster will have.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"I know this because in trial 4 when the car had the greater mass of 60 kg, the amount of PE it had at the initial drop was 2350.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And the KE it had at the bottom of the drop was 2347 and the total amount of energy was 2350.,P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But then in trial 1 when the mass was the least it could be 40 kg, the PE was 1567 at the top of the initial drop and the total energy was.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that the greater the mass of the car, the more PE, KE and total energy it will have.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And the car will also go faster when it is has a greater mass and slower when it has a smaller mass.,P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"All of these ideas above are more than recommendations, they are requirements to make it the best, most safe, and fully functioning roller coaster you'll ever see.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I promise that if you follow my ideas, you're sure to bring in a ton of business and have your visitors having fun for the whole day.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Dear Gonzales Family,",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"There are many things that need to go into the design of the roller coaster to make it safe, working, and fun.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The higher the drop height, the greater the potential energy (PE) will be which will then raise the kinetic energy (KE) and also the total amount of energy of the coaster.",P6_06_08_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In trial 2 when the release height was 4 meters, the potential energy at the top of the drop was 2145 joules, but in trial 1 when the release height was 5 meters, the potential energy at the top of the drop was 2443 joules.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"And then at the end of the ride, the KE is bigger and the PE is at 0 or 1 joules so then the total energy is bigger.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In trial 5, when the release height was 4.5, the PE at the top was 2410 joules and the KE was 0.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But when the car was at the bottom of the initial drop, the PE changed to 1 joule and the KE changed to 2409 joules.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And the total energy of the roller coaster was 2410.,P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This happened because, at the top of the roller coaster, there is a ton of stored-up energy (PE) in the car because it's not moving.",P6_06_08_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example in trial 3 when the release height was 3.75 meters, at the top of the drop the PE was 2023 joules and the KE was 0 joules and then at the end of the initial drop, the PE was 1 joule and the KE was 2022 joules, showing that when adding up the PE and KE, they will always equal the total energy at any point during the roller coaster ride.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also, in trial 5 when the release height was 5 meters, at the top of the drop the PE was 2443 joules and the KE was 0 joules.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"And then at the end of the initial drop, the PE was 1 joule and the KE was 2442 joules.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Because you can add up the PE and KE at any time in the trial to get the total amount of energy, this shows that energy is never created nor destroyed during the ride.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But then in trial 1 when the hill height was 3 meters and the initial drop was 4 meters, the car did make it over the hill because the hill height was less than the initial drop height.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the Law of Conservation of Energy says that energy can not be created nor destroyed, and the only way the car could make it over the hill would be for it to create more energy to move it over the hill.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The last but not least thing that I learned is that the more mass the roller coaster car has, the greater amount of PE, KE, and total energy the roller coaster will have.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"I know this because in trial 4 when the car had the greatest mass of 60 kilograms (kg), the amount of PE it had at the initial drop was 2350 joules.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And the KE it had at the bottom of the drop was 2347 joules and the total amount of energy was 2350 joules.,P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But then in trial 1 when the mass was the least it could be at 40 kg, the PE was 1567 joules at the top of the initial drop.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And the KE was 1565 joules at the bottom of the drop.,P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And the total energy was 1567 joules.,P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that the greater the mass of the car, the more PE, KE, and total energy it will have.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And the car will also go faster when it has a greater mass and then slower when it has a smaller mass because it has more energy which leads to a faster speed.,P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: i choose fun to have a bigger drop,P6_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: i choose fun to have a bigger drop,P6_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: I think that our roller coaster is the best design because we have done tests and we have figured out the only way it will make it to the end is that the initial drop has to have the greatest height out of everything.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
You will not have enuff PE to make it over a hill/loop with a greater height than the initial drop.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
Another thing that would help the car make it all the way through is more mass.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"We have done some tests with mass we first tested a car with 40kg its PE was at 1763 then we tested a car at 60kg its PE was 2644 almost 1,000 differences in PE just because of mass.",P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We also did some tests with the initial drop and we tested the height at 2.50M it had a PE of 1222 and then we did another test but the height was at 5.00M it had a PE of 2443.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then we did some tests with hill height we first set the initial drop to 4.50M then we added a hill with a height of 2.50M when the car reached the top of the hill it had 1226 PE and 974 KE which means it was still moving at good speeds and made it to the end.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
More KE more faster the car is moving then we took a hill with a height of 5.00M and the initial drop is still the same height of 4.50M and when the car was at the top of the hill it had a PE of 2200 and a KE of 5 and the car was not able to make it over the hill because the hill was higher than the initial drop.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This just proves that more height more PE more mass more PE the initial drop has to be higher than the hill or I won't make it over the hill.,P6_07_23_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
Now this is way I think you should use our Roller Coaster.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: I think that our roller coaster is the best design because we have done tests and we have figured out the only way it will make it to the end is that the initial drop has to have the greatest height out of everything.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"We have done some tests with mass we first tested a car with 40kg its PE was at 1763 then we tested a car at 60kg its PE was 2644 almost 1,000 differences in PE just because of mass, more mass more energy.",P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
This just proves that more height more PE more mass more PE the initial drop has to be higher than the hill or I won't make it over the hill.,P6_07_23_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
There isn't really I big difference between PE and KE the why it works is the energy transformation and law conservation of energy.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Energy cant be made nor destroyed it can only be transferred when the KE goes up the PE goes down when the PE goes up the KE goes down and TE is just how much the PE was at first at the initial drop.,P6_07_23_22-23,E1,unacceptable,acceptable,unacceptable,acceptable,unacceptable,unacceptable
When making a roller coaster your initial drop has to have the most height if your initial height is not bigger than a hiil height or loop height it won't have enuff KE to make it over the hill.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: As we start our roller coaster to the height of 5 meters.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The potential energy is always going to be more than the Kinetic energy at the top of the initial drop.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
when I measured the PE at the top of the initial the the PE was 1221 and the KE at the top of the drop was 3.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy of the drop between PE and KE was 1222. jewels When the car was going down the drop PE went down in energy and KE went up in energy.,P1_01_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the PE went down the energy converted into the KE.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The drop height has more energy than the hill height because it has to be smaller than the initial drop to get to the rest of the roller coaster.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
when the roller car goes down the coaster the PE energy converted into the kinetic energy.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: As we start our roller coaster to the height of 5 meters.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
when I measured the PE at the top of the initial the the PE was 1221 and the kinetic energy at the top of the drop was 3.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy of the drop between PE and Kinetic Energy was 1222. jewels When the car was going down the drop PE went down in energy and Kinetic Energy went up in energy.,P1_01_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the PE went down the energy converted into the kinetic energy.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The Law of Conservation of Energy says that energy cannot be created or destroyed but is converted into another type of energy.this tells us when the roller car goes down the coaster the potential energy is converted into the kinetic energy.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
The mass of the car was 50 grams.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We know that the greater the mass the greater the energy.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
if the mass is in the middle range that means the energy is medium speed.,P1_01_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: The car would start at a drop height of 5 meters, the higher the drop height the more total energy (TE) the cart would have.",P1_02_14_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example when I had a drop height of 2 there was 1173J but with a drop height of 5 there was 2932J of energy.,P1_02_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It would have only potential energy (PE) at the top of the initial drop and at the bottom it would have mostly Kinetic energy (KE) at the bottom.,P1_02_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In a friction less environment, TE will never change while PE and KE will, but will always add up to TE.",P1_02_14_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
As the cart goes down the drop the PE will change into KE and halfway down it will be 50/50.,P1_02_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"PE will change into KE and the opposite, but they will never be less energy as, according to the law of conservation of energy, energy can't be created or destroyed.",P1_02_14_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"The drop height cannot be smaller than the hill height, otherwise the cart will not make it to the end of the coaster.",P1_02_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"For the connection to mass and energy, in short, more mass equals more energy.",P1_02_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
My idea for the coaster is to have an initial drop height of 5 meters and a hill height of 3 meters.,P1_02_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The car mass will be 55 kg making it have a lot of energy to make it to the end of the ride.,P1_02_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: The car would start at a drop height of 5 meters, the higher the drop height the more total energy (TE) the cart would have.",P1_02_14_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In addition, TE is the total amount of energy of the cart, not one specific energy, but all of them.",P1_02_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As the cart goes down the drop the PE will change into KE and halfway down it will be 50/50.,P1_02_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The drop height of our car is going to be 5 meters tall.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Because of the height of our drop there is going to be more potential energy at the top of the coaster and the same amount of Kinetic energy going down from the drop.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The main reason it will have the same amount of energy is because the law conservation of mass says ""energy cannot be created nor destroyed"".",P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"This is true in our data also, when we had let it go from 5 meters its potential energy at the top of the drop was 2707 jewels of energy.",P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And as it went down the drop and made it to the end the total energy was the same as it was at the top of the initial drop 2707 jewels.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
That changed when we added more or less mass to the car.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"We started by adding 5 more kilograms to our car to test if the total energy would go up as we added more mass, and it did exactly that.",P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The 55 kilogram car had a total of 2682 jewels of potential energy.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The same applied to the Kinetic energy of the coaster, the more mass you add to the car the more acceleration the car will have due to gravity adding more kinetic energy to the car.",P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The hill height was important to add some thought into as well, if our hill was as high as the initial drop it would not have been possible to even make it over the hill.",P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This result occurred because of the total amount of energy was able to be used for the car.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If the drop height was as tall the hill it would use all of its energy to make it up the hill but not have enough to get over it, that's why it had to be smaller than the initial drop.",P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
E1R: The drop height of our car is going to be 5 meters tall.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Because of the height of our drop there is going to be more potential energy at the top of the coaster due to the amount of track that it has to go down.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And it will have the same amount of Kinetic energy going down from the initial drop.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy that is created from the height of the drop will also effect how high we are able to make our hill.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Because if we make the initial drop higher than the hill it will have more total energy and will use less than the total to make it over the hill.,P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The reason it will have the same amount of energy is because the law conservation of mass says ""energy cannot be created nor destroyed"".",P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"And as it went down the drop and made it to the end the total energy was the same as it was at the top of the initial drop, 2707 jewels of energy.",P1_02_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
